id,country_id,position,created_at,full_name,ht_player_id,team_type,status,notes,last_seen_at,dob,ht_age_years,ht_age_days,training_type,trainer_level,assistants,intensity,stamina_share,ideal_training_score,actual_training_score,nationality,specialty,injury,transfer_listed,age_years,age_days,tsi,experience,leadership,form,stamina,keeper,defending,playmaking,wing,passing,scoring,set_pieces,caps_nt,caps_u21,is_international,category,source,imported_at,note,ht_id,team_id,age,skill_gk,skill_def,skill_pm,skill_wing,skill_pass,skill_score,skill_sp,wage,stamina_pct,training_last,training_now,updated_at
151,,,2026-01-19 15:34:45.048265,Krsto Telak,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,34,2,98510,13,,6,5,1,8,17,3,16,6,14,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,456655714,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
152,,,2026-01-19 15:34:45.048265,Krunoslav Mihelić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,34,30,74340,14,,7,7,1,13,17,14,9,9,4,0,8,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,455658476,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
153,,,2026-01-19 15:34:45.048265,Leo Beusan,,NT,,,,,,,,,,,,,,Hrvatska,,,false,30,41,236600,9,,4,6,1,18,11,14,7,4,4,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,464529984,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
154,,,2026-01-19 15:34:45.048265,Leo Palikuća,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,32,30,134800,10,,5,7,1,8,16,4,14,11,5,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460414598,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
155,,,2026-01-19 15:34:45.048265,Leo Penkala,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,28,28,295780,7,,4,7,1,11,15,17,9,8,5,3,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,471156723,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
156,,,2026-01-19 15:34:45.048265,Leon Safundžić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,45,149460,11,,6,8,1,16,15,2,11,4,9,3,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,460075243,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
157,,,2026-01-19 15:34:45.048265,Lino Dangubić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,28,84540,14,,5,7,1,14,12,15,11,4,5,0,6,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,458140010,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
158,,,2026-01-19 15:34:45.048265,Lino Markić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,33,35,117430,12,,6,8,1,3,14,6,16,13,12,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,458081670,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
159,,,2026-01-19 15:34:45.048265,Lino Paprika,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,10,261580,9,,5,6,1,18,15,5,7,4,2,1,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,465050698,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
160,,,2026-01-19 15:34:45.048265,Lino Šišara,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,80,326480,10,,8,8,1,16,16,2,10,3,4,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,463528146,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
161,,,2026-01-19 15:34:45.048265,Lóránt Tabajdi,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,26,234270,9,,6,8,1,6,16,18,12,3,15,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,460422573,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
162,,,2026-01-19 15:34:45.048265,Lovor 'Cevapcici' Počina,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,96,510290,11,,8,7,1,11,16,19,5,3,2,7,13,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,465772983,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
163,,,2026-01-19 15:34:45.048265,Lovor Posavec,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,32,60,117790,12,,8,6,1,17,10,6,11,3,13,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,459626915,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
164,,,2026-01-19 15:34:45.048265,Luka Faris,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,87,217020,13,,7,8,1,10,15,17,10,7,7,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,459302395,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
165,,,2026-01-19 15:34:45.048265,Luka Garašić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,28,143760,15,,8,8,1,17,16,2,10,3,15,27,9,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,458281527,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
166,,,2026-01-19 15:34:45.048265,Ljudevit Kunić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,100,171220,11,,7,8,1,11,17,13,10,2,8,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,459214742,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
167,,,2026-01-19 15:34:45.048265,Marcel Meštrović,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,97,142590,13,,8,7,1,10,18,14,9,4,5,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,456532979,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
168,,,2026-01-19 15:34:45.048265,Marcelo Jerković,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,27,51,377210,8,,7,7,1,16,10,15,9,4,4,0,1,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,472826394,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
169,,,2026-01-19 15:34:45.048265,Marijan Tičinović,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,33,33,126170,12,,6,8,2,15,17,4,11,5,15,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458047803,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
170,,,2026-01-19 15:34:45.048265,Marin Hektorović,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,34,76,40970,13,,5,5,1,13,17,2,12,5,4,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454594597,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
171,,,2026-01-19 15:34:45.048265,Marin Liposinović,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,28,12,322840,9,,5,7,2,17,15,8,5,3,3,0,2,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,471385434,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
172,,,2026-01-19 15:34:45.048265,Marin 'Veslač' Sinković,,NT,,,,,,,,,,,,,,Hrvatska,Brz,1,false,29,0,241830,10,,6,8,1,3,11,10,11,17,7,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,469185639,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
173,,,2026-01-19 15:34:45.048265,Marin Vrančić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,90,290300,8,,6,8,1,16,16,8,6,5,4,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,465849082,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
174,,,2026-01-19 15:34:45.048265,Mario Bucić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,46,236080,12,,6,8,1,12,18,10,11,2,12,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,462055947,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
175,,,2026-01-19 15:34:45.048265,Mario Kruljac,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,27,49,330650,9,,5,7,1,16,9,15,9,2,1,0,1,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,472793936,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
176,,,2026-01-19 15:34:45.048265,Mario 'Super Mario' Tanta,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,32,9,269650,12,,8,8,1,3,14,6,17,14,12,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460803900,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
177,,,2026-01-19 15:34:45.048265,Marjan Potočnik,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,65,331320,13,,7,8,1,12,16,16,11,7,5,2,3,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461644868,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
178,,,2026-01-19 15:34:45.048265,Marko Ažić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,24,361610,11,,6,7,1,3,13,8,11,18,2,6,20,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,468841487,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
179,,,2026-01-19 15:34:45.048265,Marko Umrlić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,32,3,198980,11,,7,7,1,4,11,12,11,17,10,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460706204,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
180,,,2026-01-19 15:34:45.048265,Martin Furčić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,28,58,239040,10,,6,7,2,16,9,15,5,3,17,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,470339070,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
181,,,2026-01-19 15:34:45.048265,Mateo Kovačić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,27,244590,10,,5,7,1,11,18,6,12,7,11,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,464809666,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
182,,,2026-01-19 15:34:45.048265,Mateo Piknjač,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,35,22,45780,19,,5,5,1,10,15,16,12,4,14,25,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,452994307,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
183,,,2026-01-19 15:34:45.048265,Mato Zrnčić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,65,424760,16,,7,8,1,15,18,8,11,6,10,16,25,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,463854575,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
184,,,2026-01-19 15:34:45.048265,Mihael Kelečić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,30,55,380590,13,,6,8,1,12,18,7,13,9,10,1,4,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,463918183,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
185,,,2026-01-19 15:34:45.048265,Miho Oljica,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,35,213080,10,,8,6,1,16,14,4,9,5,16,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,464846355,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
186,,,2026-01-19 15:34:45.048265,Miho Palada,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,30,76,125290,9,,7,7,19,15,4,5,5,4,17,0,0,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,463881793,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
187,,,2026-01-19 15:34:45.048265,Mijat Bogićević,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,81,227450,14,,6,8,1,13,18,2,13,7,10,6,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,459333641,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
188,,,2026-01-19 15:34:45.048265,Mijo Ban,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,35,106,49370,27,,7,7,0,16,6,16,8,2,10,42,24,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,450280884,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
189,,,2026-01-19 15:34:45.048265,Mijo Crvelin,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,35,25,48350,18,,7,5,1,10,15,16,12,3,14,13,15,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,453256849,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
190,,,2026-01-19 15:34:45.048265,Mijo Stanić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,39,165120,13,,8,8,1,13,17,5,8,10,20,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,460225495,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
191,,,2026-01-19 15:34:45.048265,Milan Simić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,31,44,322240,14,,6,8,1,14,19,5,10,8,9,15,16,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,462104773,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
192,,,2026-01-19 15:34:45.048265,Mile Jerković,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,36,140640,15,,7,8,1,10,15,17,11,6,16,0,18,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,457967991,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
193,,,2026-01-19 15:34:45.048265,Miro Lozo,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,101,163230,16,,6,8,1,16,8,15,8,5,18,1,1,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,460876235,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
194,,,2026-01-19 15:34:45.048265,Miroslav Oliva,,NT,,,,,,,,,,,,,,Hrvatska,Timski igrač,,false,28,87,429440,10,,7,7,1,17,16,5,8,3,1,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,469928944,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
195,,,2026-01-19 15:34:45.048265,Mislav Bošnjak,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,31,42,235400,6,,7,7,1,16,16,3,11,4,9,1,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,462122905,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
196,,,2026-01-19 15:34:45.048265,Mislav Kaleb,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,88,371960,8,,7,7,1,5,16,3,13,15,1,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,463439383,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
197,,,2026-01-19 15:34:45.048265,Mišo Novičević,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,26,106,359010,8,,6,7,1,15,17,4,5,6,3,3,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,474158808,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
198,,,2026-01-19 15:34:45.048265,Mladen Durbić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,29,68,366380,8,,8,6,1,17,15,6,10,3,5,0,3,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,466104319,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
199,,,2026-01-19 15:34:45.048265,Mladen Fabijan,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,33,80,117680,20,,7,7,1,17,15,3,8,5,16,41,8,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,456773464,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
200,,,2026-01-19 15:34:45.048265,Mladen Jurin,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,96,181010,11,,6,8,1,8,15,17,12,6,10,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,459299430,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
201,,,2026-01-19 15:34:45.048265,Natko Kurtov,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,31,68,279380,11,,7,7,1,3,12,10,15,16,6,8,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,461587273,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
202,,,2026-01-19 15:34:45.048265,Nediljko Honović,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,30,106,509120,15,,8,8,1,13,16,19,7,8,3,19,10,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,462931590,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
203,,,2026-01-19 15:34:45.048265,Nedjeljko Bralić,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,28,103,443450,10,,7,6,1,15,18,3,9,4,4,0,3,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,469312663,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
204,,,2026-01-19 15:34:45.048265,Nedjeljko 'Gold Foot' Parać,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,96,44260,15,,5,6,1,10,15,16,9,5,16,1,13,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,454154758,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
205,,,2026-01-19 15:34:45.048265,Nenad Mažer,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,2,false,32,46,128850,10,,8,6,1,3,15,3,13,16,7,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460067103,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
206,,,2026-01-19 15:34:45.048265,Neven Kalođera,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,1,false,27,49,253720,9,,5,7,1,12,17,5,12,7,2,3,3,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,472779236,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
207,,,2026-01-19 15:34:45.048265,Neven Pederin,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,33,38,108770,12,,7,8,1,16,6,16,9,4,3,10,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,457921293,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
208,,,2026-01-19 15:34:45.048265,Neven Pejar,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,1,false,33,18,114740,14,,5,6,1,12,18,3,15,5,3,7,4,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458421722,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
209,,,2026-01-19 15:34:45.048265,Neven Sušenko,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,28,8,232500,8,,6,7,1,3,4,4,15,15,3,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,471424325,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
210,,,2026-01-19 15:34:45.048265,Niko Strikoman,,NT,,,,,,,,,,,,,,Hrvatska,,,false,29,89,423330,12,,7,8,1,11,18,4,14,8,9,0,12,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,465833884,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
211,,,2026-01-19 15:34:45.048265,Nikola Peteh,,NT,,,,,,,,,,,,,,Hrvatska,,,false,34,98,35200,15,,6,6,1,15,10,13,11,1,11,0,9,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,453634103,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
212,,,2026-01-19 15:34:45.048265,Nikola Steković,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,54,112130,10,,6,6,1,18,13,5,7,2,5,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,461754333,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
213,,,2026-01-19 15:34:45.048265,Nino Gržan,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,62,323480,11,,4,8,1,17,11,6,16,3,2,0,5,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,463832192,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
214,,,2026-01-19 15:34:45.048265,Noa Cakarun,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,105,201760,15,,7,8,1,17,10,14,7,2,14,12,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,462826078,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
215,,,2026-01-19 15:34:45.048265,Nolan 'Lolo' Pekić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,12,192360,10,,7,7,1,10,16,17,9,4,6,0,3,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,460618245,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
216,,,2026-01-19 15:34:45.048265,Nolan Saša,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,63,110230,15,,7,8,1,10,15,15,12,2,15,0,1,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,458177991,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
217,,,2026-01-19 15:34:45.048265,Nolen Dolenc,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,36,27,28060,17,,7,6,0,17,4,13,2,0,19,10,12,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,450082654,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
218,,,2026-01-19 15:34:45.048265,Nolen Kralj,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,4,283060,12,,8,7,1,3,12,14,11,17,2,2,8,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460698013,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
219,,,2026-01-19 15:34:45.048265,Nolen 'Crocop' Lisac,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,1,false,33,29,72290,12,,7,6,1,11,17,3,9,9,20,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458118368,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
220,,,2026-01-19 15:34:45.048265,Oleg Duka,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,52,172980,11,,5,8,1,15,11,15,8,3,6,4,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,461793118,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
221,,,2026-01-19 15:34:45.048265,Oleg Kraljević,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,77,134410,12,,7,8,19,15,2,1,0,0,22,3,22,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,461474002,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
